Date,Date.Regular.Freq,ffr_shock,fw_shock,lsap_shock,lsap_shock2,exchange.rate.open,exchange.rate.close,log.diff.exchange.rate,bmv.ipc.volume,bmv.ipc.open,bmv.ipc.close,log.diff.bmv.ipc,naftrac_open,naftrac_close,log.diff.naftrac,dcetes28,dcetes91,dcetes182,dcetes364
2011-12-13,2017-11-01,0.1499,0.1627,0.3305,-0.3305,13.7505,13.79,0.0028685047174077383,203730600,37228.26953125,36471.44140625,-0.020538879205014737,37,36.44,-0.015250840252466702,-0.012159000000000475,-0.043078999999999645,-0.012679000000000329,0.008518999999999721
2012-01-25,2017-12-01,0.1058,-0.5627,0.6539,-0.6539,13.174,13.079,-0.0072372997114857895,191269400,36853.8984375,37212.859375,0.009692978566281596,36.9,37.24,0.009171901362384549,-5.000000000006111e-4,-0.010745000000000005,-5.629999999996471e-4,-0.022242000000000317
2012-03-13,2018-01-01,0.1428,0.431,-0.3942,0.3942,12.6389,12.622,-0.0013380364532853406,145923600,37589.37890625,38019.76171875,0.011384535185580802,37.61,38,0.010316187244140629,0.120139,-5.709999999998772e-4,0.020321000000000033,-5.88000000000477e-4
2012-04-25,2018-02-01,0.0685,0.1478,-0.1434,0.1434,13.1254,13.1449,0.0014845664938274439,259278200,38850.76953125,39066.01171875,0.005524939084189384,39,39.07,0.0017932629373329512,-0.04081400000000013,-0.031124999999999403,0.009917999999999871,0.021176000000000528
2012-06-20,2018-03-01,0.1434,0.3734,0.7396,-0.7396,13.7272,13.6913,-0.002618671372625947,213396800,38689.69140625,38973.640625,0.007312343587672743,38.62,38.93,0.007994884621996157,0.009399000000000157,-5.76000000000576e-4,-5.720000000000169e-4,-5.730000000001567e-4
2012-08-01,2018-04-01,0.1191,0.6602,-0.2016,0.2016,13.306,13.2999,-4.5854491724650615e-4,139275600,40698.55859375,40805.3984375,0.0026217108674817524,40.9,40.79,-0.0026931097192886,-0.020521000000000456,0.06074599999999997,-0.011014999999999553,-5.809999999994986e-4
2012-09-13,2018-05-01,0.3472,0.5124,-1.0139,1.0139,12.9914,12.818,-0.013437167004843431,NA,40651.9296875,40248.37890625,-0.009976578221955634,40.26,40.69,0.01062394180195314,-0.027036999999999978,-0.047994999999999344,-0.031912999999999414,-0.022234000000000087
2012-10-24,2018-06-01,0.0742,0.0876,0.1872,-0.1872,12.9493,12.9689,0.0015124509986237378,176972000,42041.21875,42095.16015625,0.0012822375847836298,42.1,42.08,-4.7517225888116243e-4,0.009609999999999452,0.019854000000000482,-5.719999999991288e-4,-5.80000000000247e-4
2012-12-12,2018-07-01,0.2276,-0.026,-0.4315,0.4315,12.7599,12.8269,-0.00173349012139834,NA,43182.3515625,43183.28125,2.1529107579354445e-5,43.18,43.13,0.0011586144269095655,0.05301899999999993,-0.02817500000000006,-0.024636000000000102,-0.0011760000000000659
2013-01-30,2018-08-01,0.1639,-0.2233,-0.0744,0.0744,12.743,12.7281,-0.001169953531616752,169869600,45910.78125,45753.1796875,-0.0034386844335632105,46,45.76,-0.00523104941755248,0.09996000000000027,-0.020925000000000082,-0.010959000000000607,-5.299999999994753e-4
2013-03-20,2018-09-01,0.2112,0.0421,-0.7655,0.7655,12.3857,12.3779,-6.299568930163701e-4,387862800,42047.26953125,42497.96875,0.01066183021838718,42.44,42.5,0.001412762184588967,0.019697999999999993,-4.5900000000020924e-4,-4.52000000000119e-4,0.010350999999999999
2013-05-01,2018-10-01,0.1766,-0.1298,0.6982,-0.6982,12.1875,12.188,-0.0038144452422219643,NA,42266.94140625,42263.48046875,-8.188619967164357e-5,42.25,42.26,-2.3665838472775036e-4,-0.007956000000000074,-0.008271999999999835,-0.005606999999999918,-0.02222500000000016
2013-06-19,2018-11-01,0.1555,1.2789,-1.9618,1.9618,12.874,12.9733,0.007683625642896708,288693800,39460.01171875,39044.94921875,-0.010574271041244643,39.64,38.97,-0.01704659011116938,0.10006999999999966,0.0708479999999998,-0.021187999999999985,0.04237100000000016
2013-07-31,2018-12-01,0.0941,0.0813,0.2298,-0.2298,12.8735,12.785,-0.006898326165063029,289151600,40247.28125,40837.87890625,0.014567600274755677,40.4,40.8,0.009852296443011443,0.04978199999999999,0.009778999999999982,0.009954000000000018,-4.4700000000030826e-4
2013-09-18,2019-01-01,0.0775,-1.3437,2.5478,-2.5478,12.9385,12.755,-0.014284011130722973,221658300,41136.859375,41902.19921875,0.018433771497713636,41.5,41.93,0.010308133946018927,0.029879999999999907,-0.010539999999999772,-3.660000000000885e-4,-0.06455900000000003
2013-10-30,2019-02-01,0.1,0.0841,-0.3262,0.3262,12.8835,12.9,0.0012798884753744133,191371900,41288.62890625,41050.08984375,-0.005794108372528584,41.3,40.99,-0.007534365450740488,0.0800679999999998,-0.010453000000000046,-0.010662999999999645,0.01035900000000023
2013-12-18,2019-03-01,0.2132,0.0179,-0.6277,0.6277,12.982,12.86,-0.00944206380180379,343004400,41758.55859375,42079.87109375,0.007665078517819168,41.6,42.07,0.011234730335211829,-3.3100000000008123e-4,-3.1299999999978567e-4,-3.3599999999989194e-4,-3.819999999996604e-4
2014-01-29,2019-04-01,0.2178,-0.0378,0.2412,-0.2412,13.3815,13.342,-0.0029562017524868978,230428900,40656.28125,40689.8984375,8.265216521028407e-4,40.45,40.69,0.005915718509097445,0.05986400000000014,-3.069999999998352e-4,0.010006000000000181,0.04227500000000006
2014-03-19,2019-05-01,0.0635,1.0383,-0.5745,0.5745,13.1635,13.2795,0.008773644753509391,259455700,38804.75,38811.94140625,1.8530566403462956e-4,38.9,38.79,-0.0028317691725248118,0.009631999999999863,-0.010492999999999864,0.009992000000000001,0.010299999999999976
2014-04-30,2019-06-01,0.149,0.1236,-0.044,0.044,13.102,13.085,-0.0012983543275750797,298205400,40702.80859375,40711.55859375,2.1494977694835882e-4,40.68,40.68,0,0.06200100000000042,-0.00819599999999987,0.025117999999999974,-0.011050000000000004
2014-06-18,2019-07-01,0.0883,0.4083,0.1639,-0.1639,13.06,13.009,-0.003912698228862865,175284800,42612.78125,42802.6015625,0.004444647292784154,42.6,42.8,0.004683849312426158,-1.340000000000785e-4,-2.3799999999996047e-4,0.01005300000000009,-2.740000000001075e-4
2014-07-30,2019-08-01,0.147,-0.0931,0.2256,-0.2256,13.109,13.126,0.0012959788358588575,144478500,44479.1015625,44311.05859375,-0.0037851754989812747,44.5,44.29,-0.004730271237087802,0.019814999999999916,-2.4499999999960664e-4,-0.010550000000000281,-2.56000000000256e-4
2014-09-17,2019-09-01,0.0745,0.7499,-0.1599,0.1599,13.161,13.176,0.0011390820231529375,187870100,45861.5703125,46043.62109375,0.003961713513115583,45.35,46.05,0.015317586140170203,0.06982399999999966,0.009688000000000141,-0.010774000000000061,-0.01105199999999984
2014-10-29,2019-10-01,0.0876,0.8784,0.0121,-0.0121,13.427,13.4825,0.004124943138673842,163865000,44033.73046875,44238.94140625,0.0046494867057678135,44.14,44.24,0.0022629563854890122,-3.060000000001395e-4,0.00987799999999961,-0.02081400000000011,0.02091300000000018
2014-12-17,2019-11-01,0.2895,-1.539,-0.5004,0.5004,14.645,14.431,-0.014720309825755784,354708300,40225.51171875,41004.44140625,0.019178973610726402,40.2,40.98,0.01921714718577805,-8.199999999991547e-5,-0.010362000000000204,-0.010552000000000117,0
2015-01-28,2019-12-01,0.1562,-0.1374,0.136,-0.136,14.651,14.7295,0.005343693047944242,171120600,42627.8203125,42158.0703125,-0.011080966494750655,42.65,42.18,-0.011081098887059326,-0.0016890000000002736,-0.012162000000000006,-0.005758000000000152,-0.02195999999999998
2015-03-18,2020-01-01,0.1905,-2.4187,0.7684,-0.7684,15.408,15.1325,-0.018042106272064373,267505600,43756.78125,44360.87109375,0.013711198416521242,43.79,44.38,0.013383436691140727,-0.05967299999999964,-0.023569000000000173,-0.09248400000000023,-0.13000100000000003
2015-04-29,2020-02-01,0.2009,0.3058,-0.8709,0.8709,15.233,15.223,-6.566850774469835e-4,176865800,45338.359375,44942.23046875,-0.008775561814685418,45.29,45.02,-0.005979422089536168,-0.006003999999999898,-0.005371999999999932,0.00317400000000001,-0.009436
2015-06-17,2020-03-01,0.0942,-0.6491,-0.1424,0.1424,15.4245,15.318,-0.006928546867816188,204730000,44719.578125,44792.0390625,0.0016190290289674891,44.86,44.83,-6.68970924714074e-4,0.006696999999999953,-0.004986000000000157,-0.011350999999999889,-0.011737999999999804
2015-07-29,2020-04-01,0.0585,0.4825,-0.1979,0.1979,16.237,16.2345,-1.539811838031646e-4,197220000,44215.3984375,44471.2890625,0.0057706819890537275,44.2,44.47,0.006090015438952712,-0.028656999999999933,0.034491999999999745,7.630000000000692e-4,-0.03252800000000011
2015-09-17,2020-05-01,-0.5335,-1.5287,0.6352,-0.6352,16.547,16.4885,-0.003541648296434996,233017500,43279.140625,43790.9296875,0.011755933005156649,43.25,43.77,0.011951417824915378,-0.03546499999999986,-0.048435000000000006,-0.086132999999999793,-0.08765400000000012
2015-10-28,2020-06-01,0.1122,1.8037,0.0543,-0.0543,16.46,16.615,0.00937270655763367,181760000,44683.6015625,44741.6796875,0.0012989197764650129,44.9,44.77,-0.002899522495334317,-0.04912099999999997,-0.027635000000000076,0.01587700000000014,0.03980399999999973
2015-12-16,2020-07-01,0.3133,-0.0165,0.535,-0.535,17.086,17.088,1.170480483576597e-4,213875200,42909.01953125,43429.71875,0.012061921268299969,43.15,43.45,0.006928434181964427,0.08162599999999998,-0.01872100000000021,-0.0032169999999998034,0.0501640000000001
2016-01-27,2020-08-01,0.0061,-0.4571,0.0646,-0.0646,18.454,18.42,-0.0018441183292030594,356684100,41923.4296875,42109.890625,0.004437793075890539,41.99,42.11,0.0028537474777343697,0.0068150000000000155,0.01959400000000011,0.007023999999999919,0.009395000000000042
2016-03-16,2020-09-01,-0.1059,-1.8125,-0.0361,0.0361,17.9425,17.6475,-0.016578070034599435,223581100,44207.5390625,44751.3984375,0.01222735266895647,44.13,44.81,0.015291505516596082,-0.006124999999999936,-0.03866600000000009,-0.027751999999999555,-0.009926000000000101
2016-04-27,2020-10-01,0.1044,0.3297,0.2548,-0.2548,17.342,17.3395,-1.4416908174830212e-4,242688300,45566.890625,45941.51953125,0.008187903135672414,45.71,46.04,0.007193491510028682,0.01253100000000007,0.022733000000000114,0.01044899999999993,3.159999999997609e-4
2016-06-15,2020-11-01,0.0403,-0.7779,-0.1874,0.1874,18.87,18.802,-0.00361011222409946,207926700,44562.73046875,45011.21875,0.010013894284012892,44.35,45.06,0.0158822262485101,-0.027039999999999953,0.011347999999999914,-0.009996000000000116,0.020795999999999815
2016-07-27,2020-12-01,0.0919,0.1571,0.3179,-0.3179,18.7985,18.87,0.003796279961768345,344547900,46933.76171875,46812.0703125,-0.002596200214256328,47.03,46.6,-0.009185154825356534,0.05026400000000031,0.04877500000000001,0.002557999999999616,0.008151000000000685
2016-09-21,2021-01-01,-0.3929,-0.1762,0.4677,-0.4677,19.8775,19.87,-3.7738222977612423e-4,255440800,46345.37890625,46929.19140625,0.012518312805712029,46.44,46.96,0.011135018690150655,1.299999999995194e-4,0.004959999999999631,0.058701000000000114,-0.024807999999999275
2016-11-02,2021-02-01,0.1187,0.1751,0.0474,-0.0474,19.25,19.134,-0.001611687681525531,NA,47286.16015625,47303.30859375,3.625866159211455e-4,47.29,47.29,0,0.02910099999999982,0.10734200000000005,0.01453900000000008,0.019751000000000296
2016-12-14,2021-03-01,0.0293,1.3897,-0.235,0.235,20.232,20.38,0.007288518426914692,246953200,46870.640625,46220.5390625,-0.013967212217009362,46.74,46.18,-0.012053525184362535,-0.022829000000000654,-0.004174000000000788,-0.0045320000000002025,-0.01935500000000001
2017-02-01,2021-04-01,0.1318,-0.3792,-0.1273,0.1273,20.775,20.7585,-7.945393895543162e-4,170788000,47001.96875,47009.51171875,1.6046909863831615e-4,47.25,46.98,-0.0057306747089849175,0.022011000000000003,-0.06558099999999989,-0.0504389999999999,-0.03451099999999929
2017-03-15,2021-05-01,0.2457,-1.3124,-0.0288,0.0288,19.4835,19.27,-0.011018471107036465,177679600,47087.76953125,47470.30859375,0.008091136305655056,47.11,47.53,0.008875797913967975,-0.033680000000000376,-0.07766800000000007,-0.04673999999999978,-0.04439599999999988
2017-05-03,2021-06-01,0.1931,0.4046,6e-4,-6e-4,18.79,18.8405,0.002683994648814192,146088900,49540.30078125,49099.98046875,-0.00892785851015887,49.73,49.26,-0.009495980034255336,0.01470299999999991,0.0012370000000005987,-2.9999999995311555e-6,-2.770000000005268e-4
2017-06-14,2021-07-01,0.3192,0.3507,-0.0122,0.0122,17.9565,17.925,-0.0017557798917131606,164855600,49121.19921875,49291.03125,0.003451444988785468,49.17,49.34,0.003451429677362672,0.05264399999999991,-0.027108000000000132,-0.07999899999999993,-0.08607100000000045
2017-07-26,2021-08-01,0.0966,-0.2104,0.2056,-0.2056,17.7925,17.6295,-0.009203384932407577,192256600,51537.30078125,51600.26171875,0.0012209120284563113,51.9,51.59,-0.005990934915284463,-0.00508699999999962,-0.0057589999999994035,-0.028709999999999347,-0.02967899999999979
2017-09-20,2021-09-01,0.0498,1.1731,0.1235,-0.1235,17.7385,17.7985,0.0033767654564376137,116644300,50312.7890625,50363.94921875,0.0010163253503652214,50.19,50.4,0.004175371410480633,0.005796000000000134,-0.004598999999999798,-0.0017329999999997625,-0.007264000000000159
2017-11-01,2021-10-01,0.1391,0.1403,-0.021,0.021,19.105,19.1285,0.0012292886060305541,193082500,48700.16015625,48334.44921875,-0.007537777942060231,48.5,48.32,-0.00371824431687795,0.020364999999999966,-0.005698000000000647,0.009766999999999193,-0.011013000000000162
2017-12-13,2021-11-01,0.1951,-0.2118,0.1677,-0.1677,19.199,19.0775,-0.006348564162367509,324446200,47831.578125,48276.71875,0.00926337938769528,47.89,48.27,0.00790353531788357,0.006936999999999749,0.01564399999999999,-0.01905800000000024,-0.01904100000000053
2018-01-31,2021-12-01,0.1757,0.249,-0.1555,0.1555,18.6235,18.6515,0.0015023477004127983,193869800,50385.94921875,50456.171875,0.0013927249216720838,50.44,50.39,-9.917684042117791e-4,0.04891299999999976,0.001742999999999384,-0.026088999999999807,-0.01717999999999975
2018-03-21,2022-01-01,0.1233,0.1086,-0.3651,0.3651,18.5865,18.479,-0.005800558547231827,243628900,47078.859375,47521.83984375,0.009365336835868376,47.09,47.54,0.00951079767658447,-0.024335999999999913,-0.00881099999999968,-0.01438600000000001,-0.03661099999999973
2018-05-02,2022-02-01,0.1627,-0.1906,0.0983,-0.0983,19.1395,18.9485,-0.010029489658966995,224921700,48318.03125,47809.98046875,-0.010570394678319772,48.7,47.81,-0.01844420745053199,0.0754520000000003,0.014789000000000385,-0.0017209999999998615,0.00791400000000042
2018-06-13,2022-03-01,0.0159,0.8383,-0.1004,0.1004,20.682,20.802,0.0057853791681581335,185514000,46579.73046875,46760.578125,0.0038750221693550913,46.9,46.92,4.263483330411155e-4,0.04776199999999964,0.009079999999999977,-0.01021800000000006,-0.03828699999999863
2018-08-01,2022-04-01,0.1917,-0.0519,0.0558,-0.0558,18.5925,18.6035,5.91461464709564e-4,118712500,49742.05859375,49449.44140625,-0.005900062734232492,49.54,49.34,-0.004045312960002878,0.007468000000000252,1.9700000000000273e-4,0.009042000000000883,0.004128999999998939
2018-09-26,2022-05-01,0.3094,-0.1885,-0.0389,0.0389,18.9695,18.8875,-0.004332098594271194,97265900,49675.7109375,49606.0703125,-0.0014028885369459232,49.8,49.53,-0.005436437430461183,-0.01500099999999982,0.004281000000000645,-0.02383000000000024,-0.02215600000000073
2018-11-08,2022-06-01,0.1275,0.2713,0.055,-0.055,19.98,20.135,0.007727821083010067,266730400,46808.51953125,44190.25,-0.05756105110693177,47.09,44.3,-0.06107598720437357,-0.03511599999999948,-0.0016519999999999868,0.040009000000001294,0.03367599999999982
2018-12-19,2022-07-01,0.4958,-0.0434,0.4828,-0.4828,20.055,19.985,-0.0034965070587293923,222583500,40950.3203125,41388.28125,0.010638146860012299,41.3,41.5,0.004830927269665608,0.04095099999999974,-0.025911999999999935,-0.009983999999999327,-0.005036999999999736
2019-01-30,2022-08-01,0.1321,-0.6669,-0.0756,0.0756,19.161,19.0465,-0.005993605588851647,175070700,43734.328125,43631.359375,-0.0023571908062294256,43.78,43.55,-0.005267388796205363,0.04639900000000097,0.011688000000001253,-0.007892999999999262,0.040000000000000924
2019-03-20,2022-09-01,0.3628,-1.2167,0.1823,-0.1823,18.93,18.827,-0.005455955478656627,214931900,42389.6015625,43156.2109375,0.017923259475253417,42.45,43.17,0.01681889681002957,-0.2728159999999997,0.003633999999999915,-0.04847100000000104,-0.013148000000001048
2019-05-01,2022-10-01,-0.0233,-0.6911,-0.059,0.059,19.0555,19.1025,-0.006132485760031781,NA,44513.05078125,44597.3203125,0.0018913523832626566,44.42,44.65,-0.005164488856226335,0.14160899999999899,0.018337999999999965,0.0027220000000003353,0.027216000000001017
2019-06-19,2022-11-01,0.4839,-2.0175,-0.7116,0.7116,19.1765,19.09,-0.004520933313990394,100286700,43215.5390625,43375.671875,0.003698596966426493,43.61,43.71,0.002290427020548158,-0.00784399999999863,-0.03369,-0.040365000000001316,-0.035400000000000986
